user_id,article_id_BM25,TOP-K_BM25
dusini-FALTER_20220511_4A7528A16C,FALTER_20220928_51BF4C2EDF,5
dusini-FALTER_20220511_4A7528A16C,FALTER_20220907_E058ABCBB5,6
dusini-FALTER_20220511_4A7528A16C,FALTER_20220427_B3A080073E,7
dusini-FALTER_20220511_4A7528A16C,FALTER_20220615_0680834F09,8
dusini-FALTER_20220511_4A7528A16C,FALTER_20220112_3A36C4309B,9
dusini-FALTER_20220511_4A7528A16C,FALTER_20220921_B9FD8D69D4,10
dusini-FALTER_20220511_4A7528A16C,FALTER_20220928_FFA1952AD7,11
dusini-FALTER_20220511_4A7528A16C,FALTER_20220223_AF8F3F2AEB,12
dusini-FALTER_20220511_4A7528A16C,FALTER_20211215_342F355253,13
dusini-FALTER_20220511_4A7528A16C,FALTER_20221012_CB2AB42489,14
dusini-FALTER_20220511_4A7528A16C,FALTER_20220216_1626608CBE,15
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_D4AFB5A992,1
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_FE8EA8FDF8,2
dusini-FALTER_20220511_6D70F1D871,FALTER_20221116_0EFF68E611,3
dusini-FALTER_20220511_6D70F1D871,FALTER_20220615_0680834F09,4
dusini-FALTER_20220511_6D70F1D871,FALTER_20220427_B3A080073E,5
dusini-FALTER_20220511_6D70F1D871,FALTER_20220511_4A7528A16C,6
dusini-FALTER_20220511_6D70F1D871,FALTER_20220622_0FDF06C890,7
dusini-FALTER_20220511_6D70F1D871,FALTER_20220622_0B469E3484,8
dusini-FALTER_20220511_6D70F1D871,FALTER_20221102_597E5E1871,9
dusini-FALTER_20220511_6D70F1D871,FALTER_20220202_5187992005,10
dusini-FALTER_20220511_6D70F1D871,FALTER_20221012_CB2AB42489,11
dusini-FALTER_20220511_6D70F1D871,FALTER_20220330_CE3567D9B8,12
dusini-FALTER_20220511_6D70F1D871,FALTER_20220504_B6225EFA09,13
dusini-FALTER_20220511_6D70F1D871,FALTER_20220112_3A36C4309B,14
dusini-FALTER_20220511_6D70F1D871,FALTER_20221026_0EDFE61C97,15
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220126_F8B75E00BD,1
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_CD2A721ADA,2
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221019_1AC8422DC7,3
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_F70A04D2E7,4
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221116_0EFF68E611,5
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_0680834F09,6
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221019_9120B4D0D7,7
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20221102_CA7B580DFC,8
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220615_145274EAAE,9
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220323_8B8BF208AC,10
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220511_4A7528A16C,11
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220427_B3A080073E,12
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220907_E058ABCBB5,13
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220928_51BF4C2EDF,14
dusini-FALTER_20220601_CBBA2F1D59,FALTER_20220413_6C96FF4896,15
dusini-FALTER_20220601_DBC41DA950,FALTER_20220330_4D2C18C30F,1
dusini-FALTER_20220601_DBC41DA950,FALTER_20220907_E058ABCBB5,2
dusini-FALTER_20220601_DBC41DA950,FALTER_20220601_3D0F98B79F,3
dusini-FALTER_20220601_DBC41DA950,FALTER_20220302_19351A344E,4
dusini-FALTER_20220601_DBC41DA950,FALTER_20211222_A35407C20B,5
dusini-FALTER_20220601_DBC41DA950,FALTER_20220831_BA901FBA34,6
dusini-FALTER_20220601_DBC41DA950,FALTER_20220928_39715CE467,7
dusini-FALTER_20220601_DBC41DA950,FALTER_20220223_788A4CE7AA,8
dusini-FALTER_20220601_DBC41DA950,FALTER_20220921_B9FD8D69D4,9
dusini-FALTER_20220601_DBC41DA950,FALTER_20220420_779068A899,10
dusini-FALTER_20220601_DBC41DA950,FALTER_20221102_A843EB455B,11
dusini-FALTER_20220601_DBC41DA950,FALTER_20220302_A898C15939,12
dusini-FALTER_20220601_DBC41DA950,FALTER_20220622_C498E573D8,13
dusini-FALTER_20220601_DBC41DA950,FALTER_20220420_31EBD6C256,14
dusini-FALTER_20220601_DBC41DA950,FALTER_20220209_5CA8DCBD6D,15
dusini-FALTER_20220608_12153BFC3D,FALTER_20220817_512C1255EC,1
dusini-FALTER_20220608_12153BFC3D,FALTER_20220518_B804602C3C,2
dusini-FALTER_20220608_12153BFC3D,FALTER_20220406_DA8363C875,3
dusini-FALTER_20220608_12153BFC3D,FALTER_20220511_6268F6609B,4
dusini-FALTER_20220608_12153BFC3D,FALTER_20220615_145274EAAE,5
dusini-FALTER_20220608_12153BFC3D,FALTER_20220720_F31CD33C71,6
dusini-FALTER_20220608_12153BFC3D,FALTER_20220907_3CA9E5CFA8,7
dusini-FALTER_20220608_12153BFC3D,FALTER_20220713_1D271A2558,8
dusini-FALTER_20220608_12153BFC3D,FALTER_20220608_E167CABB77,9
dusini-FALTER_20220608_12153BFC3D,FALTER_20221116_43D92DB2B6,10
dusini-FALTER_20220608_12153BFC3D,FALTER_20220504_05D47A7910,11
dusini-FALTER_20220608_12153BFC3D,FALTER_20220615_738844C644,12
dusini-FALTER_20220608_12153BFC3D,FALTER_20211215_433FEB54B9,13
dusini-FALTER_20220608_12153BFC3D,FALTER_20220309_FE59453C09,14
dusini-FALTER_20220608_12153BFC3D,FALTER_20221109_153991C14D,15
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220601_6E4781770E,1
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220518_B804602C3C,2
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220323_A229E0EDC3,3
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220309_E0E0B5AA9A,4
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20221102_D4FD5EB4A6,5
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220413_EDC7023A23,6
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220720_A728B9AAB6,7
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220316_F51D71B7D9,8
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220518_D9551C3082,9
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220309_E639164461,10
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20221109_F5E4953E67,11
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220209_5CA8DCBD6D,12
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220302_19351A344E,13
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220608_EB939901FB,14
dusini-FALTER_20220608_7AB9FFD4A4,FALTER_20220511_71668B1344,15
dusini-FALTER_20220615_0680834F09,FALTER_20220209_E70DD8F0F6,1
dusini-FALTER_20220615_0680834F09,FALTER_20220216_155DEE7629,2
dusini-FALTER_20220615_0680834F09,FALTER_20220119_A357147667,3
dusini-FALTER_20220615_0680834F09,FALTER_20220629_6A6D6ADE83,4
dusini-FALTER_20220615_0680834F09,FALTER_20221116_0EFF68E611,5
dusini-FALTER_20220615_0680834F09,FALTER_20221102_CC7E34FD07,6
dusini-FALTER_20220615_0680834F09,FALTER_20220817_512C1255EC,7
dusini-FALTER_20220615_0680834F09,FALTER_20220615_3D90A3BADF,8
dusini-FALTER_20220615_0680834F09,FALTER_20221130_3623C3579B,9
dusini-FALTER_20220615_0680834F09,FALTER_20211222_FD8F17EAB4,10
dusini-FALTER_20220615_0680834F09,FALTER_20220706_ADE1FE5C97,11
dusini-FALTER_20220615_0680834F09,FALTER_20221019_9120B4D0D7,12
dusini-FALTER_20220615_0680834F09,FALTER_20220608_6A27A6CE72,13
dusini-FALTER_20220615_0680834F09,FALTER_20221012_CB2AB42489,14
dusini-FALTER_20220615_0680834F09,FALTER_20220316_053C18E18C,15
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220126_F8B75E00BD,1
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220601_CBBA2F1D59,2
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220615_CD2A721ADA,3
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221130_814740961A,4
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221012_D6A09D0DB1,5
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220727_ABE58D8343,6
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220330_6E1BE1BF68,7
dusini-FALTER_20220615_F70A04D2E7,FALTER_20221005_0B9417B765,8
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220420_A969C09ACC,9
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_A98514D01D,10
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220420_03E73B0284,11
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_9D2681AD74,12
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220302_19351A344E,13
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220323_B272A60E63,14
dusini-FALTER_20220615_F70A04D2E7,FALTER_20220601_B344719789,15
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220316_C33003D020,1
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220608_793A4CE426,2
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220330_ECDF854278,3
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220323_B272A60E63,4
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220413_EDC7023A23,5
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220504_05D47A7910,6
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220216_154FB2A50F,7
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220202_4D9BB86D11,8
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220921_22135BD9FB,9
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220629_3529909DD4,10
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220824_55B72E76F9,11
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220309_783F178A7F,12
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220302_19351A344E,13
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220406_3B5172364F,14
konzett-FALTER_20220427_2C913FA8F8,FALTER_20220420_10649CB743,15
konzett-FALTER_20220504_05D47A7910,FALTER_20220518_0208107410,1
konzett-FALTER_20220504_05D47A7910,FALTER_20220126_FC2A19179F,2
konzett-FALTER_20220504_05D47A7910,FALTER_20220608_793A4CE426,3
konzett-FALTER_20220504_05D47A7910,FALTER_20220518_B804602C3C,4
konzett-FALTER_20220504_05D47A7910,FALTER_20220629_3529909DD4,5
konzett-FALTER_20220504_05D47A7910,FALTER_20220817_512C1255EC,6
konzett-FALTER_20220504_05D47A7910,FALTER_20221102_90607487F9,7
konzett-FALTER_20220504_05D47A7910,FALTER_20220316_E4ABA42543,8
konzett-FALTER_20220504_05D47A7910,FALTER_20220413_EDC7023A23,9
konzett-FALTER_20220504_05D47A7910,FALTER_20220406_3B5172364F,10
konzett-FALTER_20220504_05D47A7910,FALTER_20220713_10A3A57EE6,11
konzett-FALTER_20220504_05D47A7910,FALTER_20220413_3CE88548EC,12
konzett-FALTER_20220504_05D47A7910,FALTER_20220622_3C4302B106,13
konzett-FALTER_20220504_05D47A7910,FALTER_20211222_40076C3AB9,14
konzett-FALTER_20220504_05D47A7910,FALTER_20220112_8EAECAFBBC,15
konzett-FALTER_20220504_56F2775FB7,FALTER_20220316_5A50F8FDB8,1
konzett-FALTER_20220504_56F2775FB7,FALTER_20221026_792F2C3031,2
konzett-FALTER_20220504_56F2775FB7,FALTER_20220302_6B63F05963,3
konzett-FALTER_20220504_56F2775FB7,FALTER_20220622_BAB30B3565,4
konzett-FALTER_20220504_56F2775FB7,FALTER_20220223_CDDF5A96F6,5
konzett-FALTER_20220504_56F2775FB7,FALTER_20220615_145274EAAE,6
konzett-FALTER_20220504_56F2775FB7,FALTER_20220810_D7E2127763,7
konzett-FALTER_20220504_56F2775FB7,FALTER_20221102_2F75E76A72,8
konzett-FALTER_20220504_56F2775FB7,FALTER_20220629_3529909DD4,9
konzett-FALTER_20220504_56F2775FB7,FALTER_20220727_7BBF96391C,10
konzett-FALTER_20220504_56F2775FB7,FALTER_20220112_065792B3FC,11
konzett-FALTER_20220504_56F2775FB7,FALTER_20211222_B0A321871F,12
konzett-FALTER_20220504_56F2775FB7,FALTER_20221019_C7B0CE1462,13
konzett-FALTER_20220504_56F2775FB7,FALTER_20220824_56AF6D9EAD,14
konzett-FALTER_20220504_56F2775FB7,FALTER_20220202_CC707934FF,15
konzett-FALTER_20220511_6268F6609B,FALTER_20220330_426C78A4CD,1
konzett-FALTER_20220511_6268F6609B,FALTER_20221207_9D96B175FE,2
konzett-FALTER_20220511_6268F6609B,FALTER_20220518_48A2BFD79B,3
konzett-FALTER_20220511_6268F6609B,FALTER_20220525_04F1FE7FB2,4
konzett-FALTER_20220511_6268F6609B,FALTER_20220406_7C4E975FD1,5
konzett-FALTER_20220511_6268F6609B,FALTER_20220406_DA8363C875,6
konzett-FALTER_20220511_6268F6609B,FALTER_20221019_C7B0CE1462,7
konzett-FALTER_20220511_6268F6609B,FALTER_20221130_040A811F32,8
konzett-FALTER_20220511_6268F6609B,FALTER_20220817_512C1255EC,9
konzett-FALTER_20220511_6268F6609B,FALTER_20220330_73CAF44312,10
konzett-FALTER_20220511_6268F6609B,FALTER_20220803_F6FBD645BC,11
konzett-FALTER_20220511_6268F6609B,FALTER_20220202_7BCB6EE7FE,12
konzett-FALTER_20220511_6268F6609B,FALTER_20220615_58EE1B7D7A,13
konzett-FALTER_20220511_6268F6609B,FALTER_20220126_5FA47BB63A,14
konzett-FALTER_20220511_6268F6609B,FALTER_20221130_047A3E3939,15
konzett-FALTER_20220511_71668B1344,FALTER_20220504_E5FD52ABF3,1
konzett-FALTER_20220511_71668B1344,FALTER_20220504_88561D5AE3,2
konzett-FALTER_20220511_71668B1344,FALTER_20220713_038D7E7989,3
konzett-FALTER_20220511_71668B1344,FALTER_20220518_E9E880A78A,4
konzett-FALTER_20220511_71668B1344,FALTER_20220511_3AA9B1253E,5
konzett-FALTER_20220511_71668B1344,FALTER_20220504_21926FB373,6
konzett-FALTER_20220511_71668B1344,FALTER_20220511_69C5FA68D4,7
konzett-FALTER_20220511_71668B1344,FALTER_20220608_793A4CE426,8
konzett-FALTER_20220511_71668B1344,FALTER_20220921_22135BD9FB,9
konzett-FALTER_20220511_71668B1344,FALTER_20220216_154FB2A50F,10
konzett-FALTER_20220511_71668B1344,FALTER_20220413_EDC7023A23,11
konzett-FALTER_20220511_71668B1344,FALTER_20211222_FD8F17EAB4,12
konzett-FALTER_20220511_71668B1344,FALTER_20220518_FC5FC33C3D,13
konzett-FALTER_20220511_71668B1344,FALTER_20211215_433FEB54B9,14
konzett-FALTER_20220511_71668B1344,FALTER_20220202_4D9BB86D11,15
konzett-FALTER_20220511_907EE770CC,FALTER_20220511_FBF1B6E8BF,1
konzett-FALTER_20220511_907EE770CC,FALTER_20220720_D1344797F8,2
konzett-FALTER_20220511_907EE770CC,FALTER_20220223_CDDF5A96F6,3
konzett-FALTER_20220511_907EE770CC,FALTER_20220413_EDC7023A23,4
konzett-FALTER_20220511_907EE770CC,FALTER_20220803_17694F2803,5
konzett-FALTER_20220511_907EE770CC,FALTER_20220928_1A92012FF7,6
konzett-FALTER_20220511_907EE770CC,FALTER_20220216_27F6C35B6E,7
konzett-FALTER_20220511_907EE770CC,FALTER_20220202_4D9BB86D11,8
konzett-FALTER_20220511_907EE770CC,FALTER_20220629_3529909DD4,9
konzett-FALTER_20220511_907EE770CC,FALTER_20211215_4EF6167A2A,10
konzett-FALTER_20220511_907EE770CC,FALTER_20220413_7F2C679512,11
konzett-FALTER_20220511_907EE770CC,FALTER_20220831_629F7A9F15,12
konzett-FALTER_20220511_907EE770CC,FALTER_20220615_145274EAAE,13
konzett-FALTER_20220511_907EE770CC,FALTER_20220427_2C913FA8F8,14
konzett-FALTER_20220511_907EE770CC,FALTER_20211222_851411A120,15
konzett-FALTER_20220518_0208107410,FALTER_20220126_FC2A19179F,1
konzett-FALTER_20220518_0208107410,FALTER_20221207_6A66601DD0,2
konzett-FALTER_20220518_0208107410,FALTER_20220504_05D47A7910,3
konzett-FALTER_20220518_0208107410,FALTER_20220209_4A94AA3643,4
konzett-FALTER_20220518_0208107410,FALTER_20220928_B356F47421,5
konzett-FALTER_20220518_0208107410,FALTER_20220622_3C4302B106,6
konzett-FALTER_20220518_0208107410,FALTER_20220615_FFB5B18574,7
konzett-FALTER_20220518_0208107410,FALTER_20220914_C0E641D52B,8
konzett-FALTER_20220518_0208107410,FALTER_20220427_D5E6DF4DB1,9
konzett-FALTER_20220518_0208107410,FALTER_20220316_C33003D020,10
konzett-FALTER_20220518_0208107410,FALTER_20220914_5D43F08AA5,11
konzett-FALTER_20220518_0208107410,FALTER_20220706_C0D77EF662,12
konzett-FALTER_20220518_0208107410,FALTER_20221207_FFD5F21AFF,13
konzett-FALTER_20220518_0208107410,FALTER_20220427_3CA39CC04D,14
konzett-FALTER_20220518_0208107410,FALTER_20220615_FAF392ED7C,15
konzett-FALTER_20220518_B804602C3C,FALTER_20220803_F2C9E4BA31,1
konzett-FALTER_20220518_B804602C3C,FALTER_20221109_F45292DD67,2
konzett-FALTER_20220518_B804602C3C,FALTER_20220302_19351A344E,3
konzett-FALTER_20220518_B804602C3C,FALTER_20220323_A229E0EDC3,4
konzett-FALTER_20220518_B804602C3C,FALTER_20220518_D9551C3082,5
konzett-FALTER_20220518_B804602C3C,FALTER_20220309_54EDF6DE99,6
konzett-FALTER_20220518_B804602C3C,FALTER_20220406_C308FD970B,7
konzett-FALTER_20220518_B804602C3C,FALTER_20220420_C63F753BEC,8
konzett-FALTER_20220518_B804602C3C,FALTER_20220316_F51D71B7D9,9
konzett-FALTER_20220518_B804602C3C,FALTER_20220928_E5DF2B1850,10
konzett-FALTER_20220518_B804602C3C,FALTER_20220216_0CFAC71764,11
konzett-FALTER_20220518_B804602C3C,FALTER_20220921_22135BD9FB,12
konzett-FALTER_20220518_B804602C3C,FALTER_20221102_92EEC85C8A,13
konzett-FALTER_20220518_B804602C3C,FALTER_20220928_C7F1FD40C8,14
konzett-FALTER_20220518_B804602C3C,FALTER_20220309_C7D1CAC2CC,15
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220511_71668B1344,1
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221102_9608F42DF6,2
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220202_CC707934FF,3
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221026_792F2C3031,4
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20211222_A35407C20B,5
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220928_1A92012FF7,6
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220420_130E405AF0,7
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220511_FBF1B6E8BF,8
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220518_13F060E99A,9
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220119_C283C25931,10
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220309_024405E114,11
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220223_33CA357D9B,12
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20211222_250253607F,13
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20221109_153991C14D,14
konzett-FALTER_20220518_FC5FC33C3D,FALTER_20220615_145274EAAE,15
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220713_D29CF71F6A,1
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220713_932271D866,2
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220518_B804602C3C,3
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220406_7C4E975FD1,4
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20211222_40076C3AB9,5
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221207_71DD597266,6
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220817_83DFD6F34A,7
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220601_40BFC237A6,8
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221019_C7B0CE1462,9
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220126_5FA47BB63A,10
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221123_98EECFC58D,11
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220914_52562C2A92,12
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20221123_3DCE24364C,13
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220302_7AB21756FE,14
konzett-FALTER_20220525_FDB8D1F8C0,FALTER_20220309_E0E0B5AA9A,15
konzett-FALTER_20220601_178086BAE3,FALTER_20220608_793A4CE426,1
konzett-FALTER_20220601_178086BAE3,FALTER_20220413_EDC7023A23,2
konzett-FALTER_20220601_178086BAE3,FALTER_20220302_0605724866,3
konzett-FALTER_20220601_178086BAE3,FALTER_20220713_038D7E7989,4
konzett-FALTER_20220601_178086BAE3,FALTER_20220202_4D9BB86D11,5
konzett-FALTER_20220601_178086BAE3,FALTER_20220216_154FB2A50F,6
konzett-FALTER_20220601_178086BAE3,FALTER_20220420_10649CB743,7
konzett-FALTER_20220601_178086BAE3,FALTER_20220504_B8B7D5C052,8
konzett-FALTER_20220601_178086BAE3,FALTER_20220921_22135BD9FB,9
konzett-FALTER_20220601_178086BAE3,FALTER_20220413_92BC5802FB,10
konzett-FALTER_20220601_178086BAE3,FALTER_20220420_F43E5C235B,11
konzett-FALTER_20220601_178086BAE3,FALTER_20220330_ECDF854278,12
konzett-FALTER_20220601_178086BAE3,FALTER_20220302_19351A344E,13
konzett-FALTER_20220601_178086BAE3,FALTER_20220601_AED8029EDB,14
konzett-FALTER_20220601_178086BAE3,FALTER_20220615_56C4D2E107,15
konzett-FALTER_20220601_B344719789,FALTER_20220309_1C6B8418BE,1
konzett-FALTER_20220601_B344719789,FALTER_20220302_19351A344E,2
konzett-FALTER_20220601_B344719789,FALTER_20220216_154FB2A50F,3
konzett-FALTER_20220601_B344719789,FALTER_20220629_2D1EF3F677,4
konzett-FALTER_20220601_B344719789,FALTER_20220824_55B72E76F9,5
konzett-FALTER_20220601_B344719789,FALTER_20220302_5B02AED7A2,6
konzett-FALTER_20220601_B344719789,FALTER_20220302_0605724866,7
konzett-FALTER_20220601_B344719789,FALTER_20220323_A229E0EDC3,8
konzett-FALTER_20220601_B344719789,FALTER_20220413_EDC7023A23,9
konzett-FALTER_20220601_B344719789,FALTER_20220323_9D2681AD74,10
konzett-FALTER_20220601_B344719789,FALTER_20220921_22135BD9FB,11
konzett-FALTER_20220601_B344719789,FALTER_20220323_B272A60E63,12
konzett-FALTER_20220601_B344719789,FALTER_20220420_03E73B0284,13
konzett-FALTER_20220601_B344719789,FALTER_20220223_27DE9DFAF4,14
konzett-FALTER_20220601_B344719789,FALTER_20220302_A898C15939,15
konzett-FALTER_20220608_793A4CE426,FALTER_20220601_178086BAE3,1
konzett-FALTER_20220608_793A4CE426,FALTER_20220413_EDC7023A23,2
konzett-FALTER_20220608_793A4CE426,FALTER_20220921_22135BD9FB,3
konzett-FALTER_20220608_793A4CE426,FALTER_20220202_4D9BB86D11,4
konzett-FALTER_20220608_793A4CE426,FALTER_20220713_038D7E7989,5
konzett-FALTER_20220608_793A4CE426,FALTER_20220216_154FB2A50F,6
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_0605724866,7
konzett-FALTER_20220608_793A4CE426,FALTER_20220316_F30762FB84,8
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_6D4E5FFAA4,9
konzett-FALTER_20220608_793A4CE426,FALTER_20220420_10649CB743,10
konzett-FALTER_20220608_793A4CE426,FALTER_20220601_AED8029EDB,11
konzett-FALTER_20220608_793A4CE426,FALTER_20220302_19351A344E,12
konzett-FALTER_20220608_793A4CE426,FALTER_20220309_1C6B8418BE,13
konzett-FALTER_20220608_793A4CE426,FALTER_20220928_E5DF2B1850,14
konzett-FALTER_20220608_793A4CE426,FALTER_20221012_3169BAE28F,15
konzett-FALTER_20220608_B14329BE3E,FALTER_20220629_3529909DD4,1
konzett-FALTER_20220608_B14329BE3E,FALTER_20220622_BAB30B3565,2
konzett-FALTER_20220608_B14329BE3E,FALTER_20220413_3CE88548EC,3
konzett-FALTER_20220608_B14329BE3E,FALTER_20220608_EB939901FB,4
konzett-FALTER_20220608_B14329BE3E,FALTER_20211222_40076C3AB9,5
konzett-FALTER_20220608_B14329BE3E,FALTER_20220316_C33003D020,6
konzett-FALTER_20220608_B14329BE3E,FALTER_20220323_B272A60E63,7
konzett-FALTER_20220608_B14329BE3E,FALTER_20220914_BE73D84549,8
konzett-FALTER_20220608_B14329BE3E,FALTER_20220413_3CDF83A3F8,9
konzett-FALTER_20220608_B14329BE3E,FALTER_20220126_9004F14DEC,10
konzett-FALTER_20220608_B14329BE3E,FALTER_20220504_05D47A7910,11
konzett-FALTER_20220608_B14329BE3E,FALTER_20220202_FC9C0315FA,12
konzett-FALTER_20220608_B14329BE3E,FALTER_20220622_04DB7DC9A8,13
konzett-FALTER_20220608_B14329BE3E,FALTER_20221116_43D92DB2B6,14
konzett-FALTER_20220608_B14329BE3E,FALTER_20220406_0B77A65566,15
konzett-FALTER_20220615_FFB5B18574,FALTER_20220831_629F7A9F15,1
konzett-FALTER_20220615_FFB5B18574,FALTER_20220316_C33003D020,2
konzett-FALTER_20220615_FFB5B18574,FALTER_20220907_3CA9E5CFA8,3
konzett-FALTER_20220615_FFB5B18574,FALTER_20220615_751D986E3A,4
konzett-FALTER_20220615_FFB5B18574,FALTER_20220504_05D47A7910,5
konzett-FALTER_20220615_FFB5B18574,FALTER_20220713_10A3A57EE6,6
konzett-FALTER_20220615_FFB5B18574,FALTER_20220803_17694F2803,7
konzett-FALTER_20220615_FFB5B18574,FALTER_20220914_3A40909FEF,8
konzett-FALTER_20220615_FFB5B18574,FALTER_20220427_2C913FA8F8,9
konzett-FALTER_20220615_FFB5B18574,FALTER_20220629_3529909DD4,10
konzett-FALTER_20220615_FFB5B18574,FALTER_20220323_B272A60E63,11
konzett-FALTER_20220615_FFB5B18574,FALTER_20220413_3CE88548EC,12
konzett-FALTER_20220615_FFB5B18574,FALTER_20220928_E44EB528BE,13
konzett-FALTER_20220615_FFB5B18574,FALTER_20221123_EC5C9F80EB,14
konzett-FALTER_20220615_FFB5B18574,FALTER_20220907_765F2D497C,15
kropshofer-FALTER_20220309_E639164461,FALTER_20220209_A2A33B7FC0,1
kropshofer-FALTER_20220309_E639164461,FALTER_20220112_ED9941A00F,2
kropshofer-FALTER_20220309_E639164461,FALTER_20220202_CA714EA5FE,3
kropshofer-FALTER_20220309_E639164461,FALTER_20220817_512C1255EC,4
kropshofer-FALTER_20220309_E639164461,FALTER_20220413_40F8789AE5,5
kropshofer-FALTER_20220309_E639164461,FALTER_20220518_B804602C3C,6
kropshofer-FALTER_20220309_E639164461,FALTER_20220309_E0E0B5AA9A,7
kropshofer-FALTER_20220309_E639164461,FALTER_20220427_B1DE446313,8
kropshofer-FALTER_20220309_E639164461,FALTER_20220727_D0C3E17939,9
kropshofer-FALTER_20220309_E639164461,FALTER_20221102_A843EB455B,10
kropshofer-FALTER_20220309_E639164461,FALTER_20211222_04EB44E2A2,11
